id_reply,id_comment,post_date,sentiment,content,id_status
1,29,,,Cổ Phúc Hậu Bạn check inbox mình nha,922
1,30,,,Thuỷ Nguyễn bạn check inbox nha,924
1,32,,,Gà Con Bạn check inbox mình nha,927
1,33,13-2-2022 21:39,,"Hoàng Việt Chào bạn, rất tiếc job Flutter đang tạm thời dừng tuyển.",929
1,34,,,Nguyễn Văn Quang Linh Bạn check inbox mình nha,931
1,35,,,Nghĩa Hoàng bạn check inbox mình nha,933
1,36,,,Hà Minh Hoàng bạn check inbox mình nha,935
2,37,7-3-2022 14:32,,Vũ Đăng Tình dạ em cảm ơn,937
1,37,,,Sophie Sophie Không bạn nhé,938
1,38,13-2-2022 21:39,,"Duy Pham Chào bạn, rất tiếc job Flutter đang tạm thời dừng tuyển.",940
1,39,17-2-2022 21:34,,"Võ Phúc Sơn Chào bạn, rất tiếc job Flutter đang tạm thời dừng tuyển.",942
1,40,,,Bùi Thanh Sơn Bạn check inbox mình nha,944
1,41,,,Ngọc Ánh Bạn check inbox mình nha,946
1,42,,,"Tuấn Nam Chào bạn, tiếc quá job này hiện đã tuyển xong rồi nha",948
1,43,,,TR Anh Lan Bạn check inbox mình nha,950
1,44,,,Vo Danh Bạn check inbox mình nha,952
1,45,,,Long Hoàng Phạm bạn check inbox mình nha,954
1,46,,,My Duong Chan Bạn check inbox mình nha,956
1,49,,,Trịnh Thị Mai Bạn check inbox mình nha,960
1,50,,,Nguyễn Minh Tú Bạn check inbox mình nha,962
1,51,,,Huỳnh Nguyễn Hiếu Nghĩa Bạn check inbox mình nha,964
1,52,,,Lý Bùi Bạn check inbox mình nha,966
1,53,,,Ngọc Quỳnh Bạn check inbox mình nha,968
1,54,,,"Văn Hảo Chào bạn, ở HCM không tuyển job này nha",970
1,55,,,Huy Dragneel Bạn check inbox mình nha,972
1,56,,,Tuấn Anh bạn check inbox mình nha,974
1,1,,,Hải Trần chek ib nha em ơi,977
1,2,,,Đoan Trần check ib nha em ơi,979
1,4,,,Quang Hữu Phạm check ib nha e,982
1,5,,,Nguyễn Minh em check tn chờ / spam nhé,984
1,6,,,Lê Văn Thuận ib nha em ơi,986
1,7,,,Văn Bắc check ib nha em ơi,988
1,9,,,ib nha e ơi,991
1,11,,,Phạm Long ib nha e ơi,994
1,12,,,Nguyễn Xuân Minh check tn chờ/ spam giúp c nha,996
1,15,,,Tung Nguyen check tn chờ / spam giúp c nha,1000
1,17,,,Nguyễn Hùng bên mh dừng tuyển ròi nhé,1003
2,18,9-9-2022 14:56,,Bình An em xin intern reactjs ạ,1005
3,18,9-9-2022 15:00,,Nhu Huy em check tn chờ / spam nhé c ib ròi nhé,1006
1,18,,,Nhu Huy em muốn vị trí nào vậy,1007
1,19,,,Quang Trường chek ib nha em ơi,1009
1,20,,,Quách Truyền check tn chờ / spam nhé em .,1011
1,21,,,Phan Nguyễn Thành Duy check ib nha e ơi,1013
1,23,,,Sơn Hoàng ib nha em ơi,1016
1,24,,,Nguyễn Tuân check ib nha e ơi,1018
1,25,,,Trần Tùng check tn chờ/ spam giúp m nha,1020
1,26,,,Bá Hợp check ib nha e ơi,1022
1,27,,,Trần Yên check ib nha bạn ơi,1024
1,28,,,Lương Ngọc Huy chek ib nha em ơi,1026
1,29,,,Hoang Viet Anh check ib nha em oi,1028
1,30,,,Ngoc Khanh ib nha em ơi,1030
1,32,,,Thắng Bùi Bạn ib nha .,1033
1,34,,,.,1036
1,35,,,Kiên Nguyễn ib nha em oi,1038
1,36,,,Gà Con check tn chờ / spam e nhé .,1040
1,37,,,Dương Moon ib nha em ơi .,1042
1,38,,,Phương Thảo ib nha e ơi,1044
1,39,,,Debug Xuyên Đêm chek ib nha em ơi.,1046
1,40,,,Trần Việt Annh chek ib nha em ơi .,1048
1,41,,,Đạt Đạt check ib nha e ơi,1050
2,45,11-9-2022 09:31,,Bình An em muốn xin vị trí fresher ReactJS ạ,1055
3,45,11-9-2022 09:36,,Đức Chung Phạm em check ib nha .,1056
4,45,11-9-2022 09:37,,Bình An vâng,1057
1,45,,,Đức Chung Phạm em muốn vị trí nào vậy,1058
1,46,,,Đạt Quang ib nha em ơi .,1060
1,47,,,Anh Quan ok check ib nha em ơi,1062
1,48,,,Dinh Tú ok em check ib nha,1064
1,49,,,Ngọc Trâm ok em check ib nha,1066
2,49,10-9-2022 15:59,,Ngọc Trâm chỉ tuyển ở HN thôi e ơi,1067
1,1,,,Hải Trần chek ib nha em ơi,1071
1,2,,,Đoan Trần check ib nha em ơi,1073
1,4,,,Quang Hữu Phạm check ib nha e,1076
1,5,,,Nguyễn Minh em check tn chờ / spam nhé,1078
1,6,,,Lê Văn Thuận ib nha em ơi,1080
1,7,,,Văn Bắc check ib nha em ơi,1082
1,9,,,ib nha e ơi,1085
1,11,,,Phạm Long ib nha e ơi,1088
1,12,,,Nguyễn Xuân Minh check tn chờ/ spam giúp c nha,1090
1,15,,,Tung Nguyen check tn chờ / spam giúp c nha,1094
1,17,,,Nguyễn Hùng bên mh dừng tuyển ròi nhé,1097
2,18,9-9-2022 14:56,,Bình An em xin intern reactjs ạ,1099
3,18,9-9-2022 15:00,,Nhu Huy em check tn chờ / spam nhé c ib ròi nhé,1100
1,18,,,Nhu Huy em muốn vị trí nào vậy,1101
1,19,,,Quang Trường chek ib nha em ơi,1103
1,20,,,Quách Truyền check tn chờ / spam nhé em .,1105
1,21,,,Phan Nguyễn Thành Duy check ib nha e ơi,1107
1,23,,,Sơn Hoàng ib nha em ơi,1110
1,24,,,Nguyễn Tuân check ib nha e ơi,1112
1,25,,,Trần Tùng check tn chờ/ spam giúp m nha,1114
1,26,,,Bá Hợp check ib nha e ơi,1116
1,27,,,Trần Yên check ib nha bạn ơi,1118
1,28,,,Lương Ngọc Huy chek ib nha em ơi,1120
1,29,,,Hoang Viet Anh check ib nha em oi,1122
1,30,,,Ngoc Khanh ib nha em ơi,1124
1,32,,,Thắng Bùi Bạn ib nha .,1127
1,34,,,.,1130
1,35,,,Kiên Nguyễn ib nha em oi,1132
1,36,,,Gà Con check tn chờ / spam e nhé .,1134
1,37,,,Dương Moon ib nha em ơi .,1136
1,38,,,Phương Thảo ib nha e ơi,1138
1,39,,,Debug Xuyên Đêm chek ib nha em ơi.,1140
1,40,,,Trần Việt Annh chek ib nha em ơi .,1142
1,41,,,Đạt Đạt check ib nha e ơi,1144
2,45,11-9-2022 09:31,,Bình An em muốn xin vị trí fresher ReactJS ạ,1149
3,45,11-9-2022 09:36,,Đức Chung Phạm em check ib nha .,1150
4,45,11-9-2022 09:37,,Bình An vâng,1151
1,45,,,Đức Chung Phạm em muốn vị trí nào vậy,1152
1,46,,,Đạt Quang ib nha em ơi .,1154
1,47,,,Anh Quan ok check ib nha em ơi,1156
1,48,,,Dinh Tú ok em check ib nha,1158
1,49,,,Ngọc Trâm ok em check ib nha,1160
2,49,10-9-2022 15:59,,Ngọc Trâm chỉ tuyển ở HN thôi e ơi,1161
1,1,,,Hùng Vũ Bạn check tin nhắn chờ/spam nhé,1165
1,2,,,Tien Nguyen Bạn check tin nhắn chờ/spam nhé,1167
1,3,23-8-2022 08:12,,Nguyễn Đức Cường Bạn xin jd vị trí gì và ở khu vực HN hay HCM ạ?,1169
3,3,23-8-2022 09:05,,Nguyễn Đức Cường Bạn xin jd vị trí gì?,1170
4,3,23-8-2022 09:05,,Anh Nguyen intern ạ,1171
5,3,23-8-2022 09:06,,reactjs,1172
6,3,23-8-2022 09:06,,Nguyễn Đức Cường Bạn check tin nhắn chờ/spam nhé,1173
2,3,23-8-2022 08:40,,hà nội ạ,1174
1,4,,,Mai Anh Bạn check tin nhắn chờ/spam nhé,1176
1,5,2-9-2022 10:15,,"Phạm Trọng Hùng Mình gửi 2 JD có tuyển Python nhé https://bit.ly/3QmCB9W
https://bit.ly/3JNcN4A",1178
1,7,,,Đức Đức Bạn check tin nhắn chờ/spam nhé,1181
1,8,,,"Vũ Tuấn Anh Mình gửi rồi ạ, Bạn check tin nhắn chờ/spam nhé",1183
1,9,,,Lê Công Chuyện Bạn check tin nhắn chờ/spam nhé,1185
1,10,,,Quang Anh Bạn check tin nhắn chờ/spam nhé,1187
2,10,30-8-2022 09:36,,em cảm ơn ạ,1188
1,11,,,The Anh Tran Bạn check tin nhắn chờ/spam nhé,1190
1,12,,,Khoi Nguyen Bạn check tin nhắn chờ/spam nhé,1192
1,13,,,Linh Vũ Bạn xin jd vị trí gì và ở khu vực HN hay HCM ạ?,1194
1,14,,,Nguyễn Văn Lộc Bạn check tin nhắn chờ/spam nhé,1196
1,15,,,Duong Bui Bạn check tin nhắn chờ/spam nhé,1198
1,17,,,Văn Hùng Bạn check tin nhắn chờ/spam nhé,1201
1,18,,,Minh Quang Bạn check tin nhắn chờ/spam nhé,1203
1,19,,,Vũ Đức Thắng Bạn check tin nhắn chờ/spam nhé,1205
1,20,,,Lê Văn Tùng Bạn check tin nhắn chờ/spam nhé,1207
1,21,,,Nguyễn Chí Hướng Bạn check tin nhắn chờ/spam nhé,1209
1,22,,,Thiên Bình Bạn check tin nhắn chờ/spam nhé,1211
1,23,,,Thiên Bình Bạn check tin nhắn chờ/spam nhé,1213
1,24,,,Việt Đỗ Bạn check tin nhắn chờ/spam nhé,1215
1,25,,,Nhu Huy Bạn check tin nhắn chờ/spam nhé,1217
1,26,,,Nguyễn Hoàn Bạn check tin nhắn chờ/spam nhé,1219
1,27,,,Trần Văn Hưng Bạn check tin nhắn chờ/spam nhé,1221
1,28,,,HỒ PHƯỚC Bạn check tin nhắn chờ/spam nhé,1223
1,29,,,Hưng Bạn check tin nhắn chờ/spam nhé,1225
1,30,28-8-2022 20:13,,"Nguyễn Duy Hùng Bạn ib trước cho mình để mình gửi jd nhé, vì tài khoản bạn kh cho mình ib trước được ấy ạ",1227
1,31,,,Hiếu Bạn check tin nhắn chờ/spam nhé,1229
1,32,,,Tuấn Anh Chelsea Bạn check tin nhắn chờ/spam nhé,1231
2,32,23-8-2022 09:59,,oke chị ạ,1232
1,33,,,Do Truong Bạn check tin nhắn chờ/spam nhé,1234
1,34,,,Mission Impossible Bạn check tin nhắn chờ/spam nhé,1236
1,35,,,Nguyễn Văn Khắc Bạn check tin nhắn chờ/spam nhé,1238
1,37,,,Trường Sơn Bạn check tin nhắn chờ/spam nhé,1241
1,38,,,Mai Đại Dương Bạn check tin nhắn chờ/spam nhé,1243
1,39,,,Đỗ Chức Bạn check tin nhắn chờ/spam nhé,1245
1,40,,,Debug Xuyên Đêm Bạn check tin nhắn chờ/spam nhé,1247
1,41,,,Lê Phú Bạn check tin nhắn chờ/spam nhé,1249
1,42,,,Lê Thành Nam Bạn check tin nhắn chờ/spam nhé,1251
1,43,,,Mộc Ly Bạn check tin nhắn chờ/spam nhé,1253
1,44,,,Nguyễn Xuân Hiệp Bạn check tin nhắn chờ/spam nhé,1255
1,45,,,Nguyễn Việt Hoàng Bạn check tin nhắn chờ/spam nhé,1257
2,47,23-8-2022 15:30,,Anh Nguyen HN ạ,1260
3,47,23-8-2022 17:04,,Họ Tên Bạn check tin nhắn chờ/spam nhé,1261
1,47,,,Họ Tên Ở HN hay HCM bạn?,1262
1,49,,,Thiên Minh Bạn check tin nhắn chờ/spam nhé,1265
1,50,,,Hoàng Quân Bạn check tin nhắn chờ/spam nhé,1267
1,54,22-8-2022 17:48,,"Lương Ngọc Hải Mình gửi rồi ạ, Bạn check tin nhắn chờ/spam nhé",1272
1,55,,,Long Trần Bạn xin jd vị trí gì ạ?,1274
1,1,,,Chu Hiếu dạ check ib em liền nha ạ,1279
1,2,,,Quang Minh Dương check ib mình nhé ^^,1281
1,3,,,Bùi Tiến Đức dạ check ib an,1283
1,4,,,Phạm Hồng Thái dạ check ib ạ,1285
1,5,,,Nhật Lê check ib mình ạ,1287
1,1,,,Nghĩa Hoàng mình inbox bạn nhé,1293
1,2,,,dạ mình inbox bạn nhé,1295
1,3,,,Ngọ Quang Bảo ô kê anh ạ :*>,1297
1,4,,,Bạch Văn Thành check inbox mình nhé,1299
1,5,13-9-2022 08:44,,Đức Hữu dạ bạn muốn hỏi job Fresher Java hay Fresher Python ạ?,1301
1,6,,,Nhung Nguyen dạ mình inbox bạn nhé,1303
1,7,,,Thiên Phú mình inbox bạn nhé,1305
1,8,,,Binh Pham mình inbox bạn nhé,1307
1,9,,,Bình An bạn check tin nhắn chờ giúp mình nhé,1309
1,10,,,Nguyễn An Ninh mình inbox bạn nha,1311
1,11,,,Bảo KaKa mình inbox bạn nhé,1313
1,12,,,Lê Hoàng chị inbox em nhé,1315
1,13,,,Hạ Lâm dạ bạn muốn hỏi job Fresher Java hay Fresher Python ạ?,1317
1,14,,,"Đạt Nguyễn Chị inbox nhé, Đạt check tin nhắn chờ giúp chị",1319
1,15,,,The Anh mình inbox bạn nha,1321
1,16,,,mình inbox bạn nhé,1323
1,18,,,chị inbox em nhé,1326
1,19,,,Nguyễn Duy Hải Anh mình inbox bạn nha,1328
1,21,13-9-2022 08:37,,"Duy Bầu Trời mình inbox bạn nhé, bạn check tin nhắn chờ giúp mình nha",1331
1,22,,,mình inbox bạn nhé,1333
1,23,,,"Dương Quốc chị inbox em nhé, check tin nhắn chờ giúp chị nha",1335
2,1,19-9-2022 17:11,,Đức Tuấn :)))),1338
1,1,,,Đăng Vương e đóng 15m nhé,1339
2,1,19-9-2022 17:14,,Đăng Vương Em check inbox c nhé,1340
1,2,,,Ngọc Tân EM check inbox c nhé,1342
2,2,20-9-2022 05:10,,Ngọc Tân ở HN?,1343
1,3,,,Nguyễn Ken Em check tin nhắn chờ c nhé,1345
1,4,,,Dat Tran Quoc Em check inbox c nhé,1347
1,17,,,C inbox e r nha,1361
3,17,20-9-2022 17:47,,Hải quê nam ngoài đó mà,1362
2,17,19-9-2022 17:50,,Nguyễn Văn Nam Nam tính bay ra Hn lm à :((((,1363
4,17,20-9-2022 17:47,,Hòa Xuân Trương Thồiiiiii,1364
3,17,19-9-2022 18:21,,Nguyễn Văn Nam anh phải 3 chục chứ,1365
1,1,,,Chu Hiếu dạ check ib em liền nha ạ,1368
1,2,,,Quang Minh Dương check ib mình nhé ^^,1370
1,3,,,Bùi Tiến Đức dạ check ib an,1372
1,4,,,Phạm Hồng Thái dạ check ib ạ,1374
1,5,,,Nhật Lê check ib mình ạ,1376
1,16,,,Vũ Thiên Thắm rep ib m ạ,1397
1,20,,,Dũng Nguyễn repnib m,1402
1,27,,,Kim Khanh rep ib m,1410
1,28,,,Thế Lân rep ib m,1412
1,1,,,Duog Nguyn Check ib mình nha,1422
3,1,12-10-2022 17:39,,Lê Tuan Anh check ib vs ạ,1423
2,1,12-10-2022 17:37,,Duog Nguyn ông cháu này ib anh ngay để được nhận hỗ trợ ưu đãi,1424
1,2,,,Lê Cường Bạn check ib mình nha,1426
1,3,,,Công Chu Bạn check ib mình nha,1428
1,4,,,Bạn check ib mình nha,1430
1,5,,,Binh Boong Check ib mình nha,1432
1,6,,,Nguyễn AnhDũng bạn check ib mình nha,1434
1,7,,,Trần Văn Lâm Check ib mình nha,1436
1,8,,,Phương Nam Check ib mình nha,1438
1,9,,,Sơn Đình Tạ Check ib mình nha,1440
1,10,,,Hồ Hồng Đức Bạn check ib mình nha,1442
1,11,,,Quang Nguyễn Bạn check ib nha,1444
1,12,,,Hữu Giang bạn check ib mình nha,1446
1,13,,,Tây Vương Mẫu b check ib mình nha,1448
1,14,,,Phạm Hải Bạn check ib mình nha,1450
1,15,,,Trung Quang Đoàn Check ib mình nha,1452
1,16,,,Mission Impossible Bạn check ib mình nha,1454
1,17,,,Quang Tùng Bạn check ib mình nha,1456
1,18,,,Bạn check ib mình nhé,1458
1,19,,,Check ib mình nha,1460
1,25,,,Bùi Anh Tuấn bạn check ib nhé,1467
1,26,,,Check ib mình nha,1469
1,27,,,Trần Văn Huy Check ib mình nha,1471
1,28,,,Ank Tú Check ib mình nhé,1473
1,29,,,Phạm Tiến Đạt Ceck ib mình nhé,1475
1,1,,,Đào Mai Chi oki ey,1479
1,2,,,Nguyễn Phương Nam Bạn check ib mình nha,1481
1,3,,,Huy Phạm Bạn check ib mình nha,1483
1,4,,,Đức Lê Bạn check ib mình nha,1485
3,4,6-10-2021 11:48,,Nguyễn Hữu Dương chuẩn bị sớm mà vẫn xịt lab web anh ah,1486
2,4,6-10-2021 11:47,,Đức Lê chuẩn bị sớm thế em,1487
4,4,6-10-2021 11:50,,"Đức Thànhh thôi xin, học 1 cái cho chắc tay đã",1488
3,4,6-10-2021 11:50,,Đức Lê học .NET đi đầu gấu,1489
1,1,,,Tânn Đỗ anh check ib nhé!,1492
1,2,,,Nguyen Hoang anh check ib nhé!,1494
1,3,,,Nguyễn Ken chị check ib nhé!,1496
1,4,,,a check ib nhé,1498
1,5,,,Đỗ Phương Thảo c check ib nhé,1500
1,6,,,Nguyễn Đức Thiện a check ib nha,1502
1,7,,,Toàn Trung a check ib nhé,1504
1,8,,,Ngọc Nam Nguyễn anh check ib nhé!,1506
1,9,,,Tên Thành anh check ib nhé!,1508
1,10,,,a check ib nhé,1510
1,11,,,Nguyen Hanh a check ib nhé,1512
1,14,,,Nguyễn Thành Đạt anh check ib nhé!,1516
1,15,,,Trần Văn Hưng a check ib nhé,1518
3,15,19-9-2022 15:50,,Trần Văn Hưng có gì đâu :)),1519
4,15,19-9-2022 15:50,,Đàm Đạt a để im. em còn xin việc làm,1520
2,15,19-9-2022 15:47,,Đàm Đạt a cười cái j,1521
1,16,,,Tống Quang anh check ib nhé!,1523
1,17,,,Tô Thái Dương ib ạ,1525
2,17,18-9-2022 19:14,,a check ib nhé,1526
1,18,,,c check ib nhé,1528
1,19,,,Liinh N Thái anh check ib nhé!,1530
1,20,,,Thu Le chị check ib nhé!,1532
1,21,,,Hoài Nam anh check ib nhé!,1534
1,22,,,c check ib nhé,1536
1,23,,,Hana Nguyễn chị check ib nhé!,1538
1,24,,,Nhật Lê chị check ib nhé!,1540
1,25,,,Duy Anh Nguyễn anh check ib nhé!,1542
1,26,,,Hoài Hoàng anh check ib nhé!,1544
1,28,,,Hương Mai chị check ib nhé!,1547
1,29,,,Ngân Dương Đỗ chị check ib nhé!,1549
1,30,,,Lv Namm anh check ib nhé!,1551
1,31,,,Nguyen Cuong a check ib nhé,1553
1,32,,,Tống Trung Đoàn anh check ib nhé!,1555
1,33,,,a check ib nhé,1557
1,1,,,bạn check inb mình nhé,1561
2,14,14-9-2022 22:06,,Hoàng Đăng Dương chào đồng nghiệp,1575
1,14,,,Thanh Tùng huhu chào đồng nghiệp :)),1576
2,14,14-9-2022 22:06,,Thanh Tùng k cho,1577
4,14,14-9-2022 23:18,,Hoàng Nhật Minh,1578
3,14,14-9-2022 23:11,,Thanh Tùng ko cho =))),1579
1,2,,,"Nguyễn Thành Linh chào em, em check ib c nhé",1583
1,3,,,"Toàn Nguyễn chào em, em check ib c nhé",1585
1,4,,,"Trịnh Vinh Toàn chào em, em check ib c nhé",1587
1,5,,,"An Ninh Qyz chào em, em check ib c nhé",1589
1,6,,,"Nguyễn Tiến Đức chào em, em check ib c nhé",1591
1,8,,,"Hào Lê Tuấn chào em, em check ib c nhé",1594
1,2,,,"Nguyễn Thành Linh chào em, em check ib c nhé",1605
1,3,,,"Toàn Nguyễn chào em, em check ib c nhé",1607
1,4,,,"Trịnh Vinh Toàn chào em, em check ib c nhé",1609
1,5,,,"An Ninh Qyz chào em, em check ib c nhé",1611
1,6,,,"Nguyễn Tiến Đức chào em, em check ib c nhé",1613
1,8,,,"Hào Lê Tuấn chào em, em check ib c nhé",1616
1,2,28-9-2022 20:12,,Phan Hiếu Nguyễn Minh Giang https://docs.google.com/.../1NM7rIQUGcBigXkKA2Yzs.../edit...,1627
2,2,28-9-2022 20:12,,Phan Hiếu c gửi nhé,1628
1,3,28-9-2022 20:12,,Thanh Duy Nguyễn Minh Giang https://docs.google.com/.../1NM7rIQUGcBigXkKA2Yzs.../edit...,1630
2,3,28-9-2022 20:12,,Thanh Duy c gửi nha,1631
1,4,28-9-2022 20:12,,Đức Hải Nguyễn Minh Giang https://docs.google.com/.../1NM7rIQUGcBigXkKA2Yzs.../edit...,1633
2,4,28-9-2022 20:12,,Đức Hải c gửi nhé,1634
1,5,29-9-2022 09:54,,Hoa Hồng Xanh Phan Hiếu Nguyễn Minh Giang https://docs.google.com/.../1NM7rIQUGcBigXkKA2Yzs.../edit...,1636
1,6,28-9-2022 20:12,,Lou Kai Nguyễn Minh Giang https://docs.google.com/.../1NM7rIQUGcBigXkKA2Yzs.../edit...,1638
2,6,28-9-2022 20:13,,Lou Kai c gửi nhé,1639
1,7,29-9-2022 14:45,,Tran Tran Phan Hiếu Nguyễn Minh Giang https://docs.google.com/.../1NM7rIQUGcBigXkKA2Yzs.../edit...,1641
2,7,29-9-2022 14:45,,Tran Tran c gửi nhé,1642
1,8,28-9-2022 20:13,,Chí Thanh Nguyễn Minh Giang https://docs.google.com/.../1NM7rIQUGcBigXkKA2Yzs.../edit...,1644
2,8,28-9-2022 20:13,,Chí Thanh c gửi nhé,1645
1,9,28-9-2022 20:13,,Mission Impossible Nguyễn Minh Giang https://docs.google.com/.../1NM7rIQUGcBigXkKA2Yzs.../edit...,1647
2,9,28-9-2022 20:13,,Mission Impossible c gửi nhé,1648
1,11,28-9-2022 20:13,,Aiden Nguyễn Nguyễn Minh Giang https://docs.google.com/.../1NM7rIQUGcBigXkKA2Yzs.../edit...,1651
2,11,28-9-2022 20:13,,Aiden Nguyễn c gửi nhé,1652
1,6,,,Chiến Binh Vô Hồn C ib rồi nha,1661
1,10,,,Lê Khoa Check ib giúp chị nha,1666
1,11,,,Nguyễn Tài Check ib nhé,1668
1,12,,,Tien Anh Check ib c nhé,1670
1,14,,,Dương Minh Cường Check ib c nha,1673
1,15,,,Nguyen Van Tan C ib rồi nha,1675
1,17,,,Bùi Tiến Đình ib nha,1678
1,19,,,Nghĩa Nghĩa Check ib c nha,1681
1,20,,,Hoang Knight Chị ib rồi nha,1683
1,21,,,Hào Lê Tuấn Chị ib rồi nha,1685
1,22,,,Vũ Minh Tiến Chị ib rồi nhé,1687
1,23,,,Kiên KaKa Kiên check ib nha,1689
1,24,,,Duy Đạt chị ib rồi ne,1691
1,25,,,Nguyễn Chí Hiển Bên chị hiện tại tuyển khu vực HN thôi nè,1693
1,27,,,Văn Thanh c ib rồi nè,1696
1,29,,,Phạm Xuân Hùng Check ib c nhé,1699
1,30,,,Hai Nguyen Ib nha,1701
1,31,,,Nam Nguyễn Check ib nha,1703
1,32,,,Hoàng Minh Đức C ib rồi nha,1705
1,33,,,Nam David chị ib cho em r nha,1707
1,34,,,Hòa Minh Check ib nhé,1709
1,35,,,Đoàn Hải Long check ib nhé,1711
1,36,,,Nguyễn Xuân Trường check tin nhắn nhé,1713
2,1,27-9-2022 18:17,,Le Minh Nghia Uhm em êi. Mai đi làm đi nào.,1717
1,1,,,Mun Mười vẫn qt fpt à anh,1718
3,1,27-9-2022 18:18,,Huy Quang Vũ bro apply vào đi để pv cùng nào.,1719
2,1,27-9-2022 16:19,,Mun Mười nhảy nhanh vậy b,1720
3,1,27-9-2022 17:18,,Mun Mười Gửi Cv lun nèo,1721
1,1,,,Đạt Cậu mình check ib em nhé,1724
1,1,,,Dương Dương e check ib nhé,1727
1,2,,,Trịnh Duy Tân bạn check ib nhé,1729
1,3,,,Tuấn Kiệt e check ib nhé,1731
1,4,,,Gia Bảo e check ib nhé,1733
1,5,,,e check ib nhé,1735
1,6,4-8-2022 13:33,,"Giáp Hoàng dạ vâng ạ, công ty cũng muốn các bạn có thêm nhiều cơ hội ^^",1737
1,8,,,Phung Cuong e check ib nhé,1740
1,9,,,Bùi Anh Tuấn e check ib nhé,1742
1,10,,,Hòa e check ib nhé,1744
1,11,,,Duong Le e check ib nhé,1746
1,2,,,Thương Thương k rém =))),1754
1,5,,,Linh Hà . hóng luôn,1758
2,5,25-7-2022 18:14,,Linh Hà . Hóng ké,1759
4,5,27-7-2022 21:46,,Đỗ Xuân Thiên để yênyên cho e đi làm,1760
3,5,27-7-2022 17:59,,ok e,1761
1,1,,,Nguyễn Quang Huy e nữa,1764
2,1,9-10-2022 20:33,,Nguyễn Quang Huy check ib mình nha,1765
1,2,,,Thưởng Trần check ib mình nha,1767
1,3,,,Đỗ Hậu bạn check ib mình nha,1769
1,4,,,Lâm Phương bạn check ib mình nha,1771
1,1,,,em check ib nha,1774
1,2,,,Trần Quang Đạo em check ib nha,1776
1,4,,,Daisy Thi củn ưn bé,1779
1,5,,,Bình Nguyễn cảm ơn bé Bình nà,1781
2,6,4-10-2022 07:40,,Nguyễn Bảo cho a ?? Ké với,1783
3,6,4-10-2022 07:52,,Nv Chương Yep chúng ta nên ?? cho bạn :))),1784
4,6,4-10-2022 19:26,,Nguyễn Bảo ??,1785
1,6,,,Hồ Trung Nhân ????,1786
3,6,4-10-2022 19:25,,Ngân Lê tiếc quớ,1787
2,6,4-10-2022 08:34,,Hồ Trung Nhân hiện tại chưa tuyển Intern nhen em,1788
1,7,,,em check ib của chị hen,1790
1,8,,,Quang Long cảm ơn iem :)),1792
1,9,,,"An Nguyen sorry em chị phản hồi trễ, em check ib hen",1794
1,1,,,Dương Dương e check ib nhé,1797
1,2,,,Trịnh Duy Tân bạn check ib nhé,1799
1,3,,,Tuấn Kiệt e check ib nhé,1801
1,4,,,Gia Bảo e check ib nhé,1803
1,5,,,e check ib nhé,1805
1,6,4-8-2022 13:33,,"Giáp Hoàng dạ vâng ạ, công ty cũng muốn các bạn có thêm nhiều cơ hội ^^",1807
1,8,,,Phung Cuong e check ib nhé,1810
1,9,,,Bùi Anh Tuấn e check ib nhé,1812
