id_reply,id_comment,post_date,sentiment,content,id_status
1,10,,,Hòa e check ib nhé,1814
1,11,,,Duong Le e check ib nhé,1816
1,2,,,Khoi Nguyen bạn check inb mình nhé,1824
1,3,,,Trần Quang Đức bạn check inb mình nhé,1826
2,4,20-8-2022 09:45,,Nguyễn Phương vg ạ,1828
1,4,,,Vũ Đức Thắng bạn check inb mình nhé,1829
1,5,,,Minh Hoàng bạn check inb mình nhé,1831
2,6,17-8-2022 01:39,,Nguyễn Phương em xin jd AI với ạ,1833
1,6,,,Phạm T.Hùng bạn check inb mình nhé,1834
1,7,,,Đỗ Bá Huy bạn check inb mình nhé,1836
1,8,,,Anh Tuan bạn check inb mình nhé,1838
1,9,,,Đình Tuấn bạn check inb mình nhé,1840
1,12,,,Kim Dân bạn check inb mình nhé,1844
2,12,17-8-2022 15:00,,Kim Dân xin jd ạ,1845
1,13,,,Viet Anh Junior bạn check inb mình nhé,1847
1,15,,,Rờ Mít bạn check inb mình nhé,1850
1,16,,,Mạnh Hà bạn check inb mình nhé,1852
1,2,,,Linh Đỗ check inb mình ạ,1856
1,4,,,Lê Đức Trung check inb ạ,1859
1,5,,,Nguyễn Quang Thực check inb mình nhé,1861
1,6,,,Nguyễn Thành Trung check inb ạ,1863
1,7,,,Thái Hưng Nguyễn check inb ạ,1865
1,8,,,Danh Lê fresher k m. qa cty đang tuyển,1867
2,8,5-8-2022 19:21,,Danh Lê nodejs ngưng tuyển rồi ạ,1868
1,9,,,Mai Mạnh Tường check inb mình ạ,1870
1,11,,,Huy check inb mình nhé,1873
1,12,,,Nguyễn Khả Tú check inb ạ,1875
1,13,,,Lê Quốc Khanh check inb mình ạ,1877
1,15,,,Thịnh Trần check inb ạ,1880
3,15,23-7-2022 21:18,,German Duy khét làm sao bằng quản lí được a,1881
2,15,23-7-2022 20:54,,Thịnh Trần khéttt,1882
1,16,,,Anh Phuong Le nghỉ,1884
2,16,22-7-2022 17:46,,Anh Phuong Le check inb mình ạ,1885
1,17,,,Lê Tuấn Anh check inb mình ạ,1887
1,19,,,Hồng Hà check inb mình ạ,1890
1,20,,,Phước Đông check inb ạ,1892
1,21,,,Lê Đình Điệp check inb ạ,1894
1,22,,,Minh Tài check inb mình nhé,1896
1,23,,,Thanh Lâm check inb ạ,1898
1,24,,,Nguyễn Quang Vinh check inb mình ạ,1900
1,25,,,Nguyễn T.Đạt check inb mình ạ,1902
1,26,,,Trương Vĩnh Phước check inb ạ,1904
1,27,,,Nguyễn Minh check inb mình ạ,1906
1,28,24-7-2022 15:31,,Đỗ Kiên https://www.vieclamcntt.net/tuyen-dung-gadget...,1908
2,28,24-7-2022 15:32,,Đỗ Kiên Bạn xem JD và ứng tuyển ở đây bạn nhé (nhớ mở quyền truy cập cho link CV trên drive),1909
1,29,,,Hùng Nguyễn check inb mình nhé,1911
1,30,,,Tran Dinh check inb ạ,1913
1,31,,,Trung Kien Le check inb mình nhé,1915
1,32,,,Đạt Hoàng check inb mình ạ,1917
1,33,,,Thu Huyền check inb mình ạ,1919
1,35,,,Bi Nguyen check inb mình nhé,1922
1,36,,,Nghia KNs check inb mình ạ,1924
1,37,,,Ryan HC check inb mình nhé,1926
1,38,,,Lê Đức fulltime bạn nhé,1928
1,39,,,Lâm Ngọc Tú check inb mình ạ,1930
1,41,,,Minh Quang check inb mình ạ,1933
1,1,,,em check ib nha,1936
1,2,,,Trần Quang Đạo em check ib nha,1938
1,4,,,Daisy Thi củn ưn bé,1941
1,5,,,Bình Nguyễn cảm ơn bé Bình nà,1943
2,6,4-10-2022 07:40,,Nguyễn Bảo cho a ?? Ké với,1945
3,6,4-10-2022 07:52,,Nv Chương Yep chúng ta nên ?? cho bạn :))),1946
4,6,4-10-2022 19:26,,Nguyễn Bảo ??,1947
1,6,,,Hồ Trung Nhân ????,1948
3,6,4-10-2022 19:25,,Ngân Lê tiếc quớ,1949
2,6,4-10-2022 08:34,,Hồ Trung Nhân hiện tại chưa tuyển Intern nhen em,1950
1,7,,,em check ib của chị hen,1952
1,8,,,Quang Long cảm ơn iem :)),1954
1,9,,,"An Nguyen sorry em chị phản hồi trễ, em check ib hen",1956
1,2,,,Khoi Nguyen bạn check inb mình nhé,1960
1,3,,,Trần Quang Đức bạn check inb mình nhé,1962
2,4,20-8-2022 09:45,,Nguyễn Phương vg ạ,1964
1,4,,,Vũ Đức Thắng bạn check inb mình nhé,1965
1,5,,,Minh Hoàng bạn check inb mình nhé,1967
2,6,17-8-2022 01:39,,Nguyễn Phương em xin jd AI với ạ,1969
1,6,,,Phạm T.Hùng bạn check inb mình nhé,1970
1,7,,,Đỗ Bá Huy bạn check inb mình nhé,1972
1,8,,,Anh Tuan bạn check inb mình nhé,1974
1,9,,,Đình Tuấn bạn check inb mình nhé,1976
1,12,,,Kim Dân bạn check inb mình nhé,1980
2,12,17-8-2022 15:00,,Kim Dân xin jd ạ,1981
1,13,,,Viet Anh Junior bạn check inb mình nhé,1983
1,15,,,Rờ Mít bạn check inb mình nhé,1986
1,16,,,Mạnh Hà bạn check inb mình nhé,1988
1,1,,,Đỗ Dương mình gửi rồi nhé,1991
1,2,,,Nguyễn Mạnh dạ bạn kiểm tra ib ạ,1993
1,3,,,Giang Sếu mình gửi qua ib nhé,1995
1,4,,,Dương Moon dạ bạn kiểm tra ib ạ,1997
1,5,,,Duy Đăng dạ bạn kiểm tra ib ạ,1999
1,6,,,Nguyễn Thịnh bạn Check in giúp mình nhé,2001
1,8,,,Phạm Nguyên mình gửi qua ib nhé,2004
1,9,,,Đặng Phương Nam bạn check ib giúp mình nhé,2006
2,11,28-7-2022 09:38,,Dương Tr cho e xin với ạ,2009
3,11,29-7-2022 23:50,,Họ Tên bạn check ib giúp mình nhé,2010
1,11,,,Đoàn Đạt mình gửi qua ib rồi nhé,2011
1,12,,,Hải Trần bạn check inbox nhé,2013
2,12,31-7-2022 01:29,,Hải Trần dạ bạn kiểm tra ib ạ,2014
1,13,,,Đoàn Hải Long bạn check ib giups mình,2016
1,14,,,Thế An ok nhé,2018
1,15,,,Phùng Khắc Tiến bạn check ib nhé,2020
1,17,,,Minh Quang dạ bạn kiểm tra ib ạ,2023
1,18,,,Nguyễn Trung Cường bạn check ib nhé,2025
1,19,,,Nguyễn Quang Thực bạn check ib giúp mình nhé,2027
1,20,,,Nguyễn Tài mình gửi qua ib rồi nhé,2029
1,21,,,Toàn Nguyễn dạ bạn kiểm tra ib ạ,2031
1,22,,,Hồ Huy dạ bạn kiểm tra ib ạ,2033
1,24,,,Chí Thành dạ bạn kiểm tra ib ạ,2036
1,25,,,Hoàng dạ bạn kiểm tra ib ạ,2038
1,26,,,Vũ Văn Diệu dạ bạn kiểm tra ib ạ,2040
1,27,,,Dũng Phan bạn check ib nhé,2042
1,28,,,Việt Hưng dạ bạn kiểm tra ib ạ,2044
1,30,,,Văn Hiệp dạ bạn kiểm tra ib ạ,2047
1,31,,,Hoàng Việt Anh bạn check ib nhé,2049
1,32,,,Phạm Mạnh Cường Bạn check ib nhé,2051
1,33,,,Nguyễn Xuân Vũ bạn check ib nhé,2053
1,34,,,Duy Hà Bạn check ib giúp m nhe,2055
1,35,,,An Thành dạ bạn kiểm tra ib ạ,2057
1,36,,,Đức Sinh Bạn quan tâm vị trí nào ạ,2059
1,37,,,Hoàng Phong bạn Check in nhé,2061
1,38,,,Vũ Đức Thắng dạ bạn kiểm tra ib ạ,2063
1,39,,,Hùng bạn k tra ib mình nhé,2065
2,40,27-7-2022 20:29,,Nguyễn N. Kiên t đang xin thực tập mà,2067
1,40,,,"Nguyễn N. Trung ko thấy liên hệ, có đây thì ko hỏi",2068
2,40,31-7-2022 01:47,,Nguyễn N. Trung dạ mình gửi bạn jd rồi ạ,2069
1,41,,,Dương bạn check ib giúp m nhé,2071
1,42,,,bạn check ib mình nhé,2073
1,43,,,Thẩm Đức bạn check ib nhé,2075
1,44,,,Hongquang Dao dạ bạn kiểm tra ib ạ,2077
1,45,,,Nhật Lê bạn check ib mình nhé,2079
1,46,,,Nguyễn T.Anhh bạn check ib nhé,2081
1,47,,,Hòa dạ bạn kiểm tra ib ạ,2083
1,48,31-7-2022 01:52,,Trần Thế Long mình gửi bạn jd REACTJS Intern https://bit.ly/3PdCuwC,2085
1,49,,,Hoàngg Quânn bạn check ib nhé,2087
1,50,31-7-2022 01:52,,Nguyễn Hoàng Long mình gửi bạn jd REACTJS Intern / Fresher https://bit.ly/3PdCuwC,2089
1,51,,,Minh Hoài mình gửi rồi ạ,2091
2,53,27-7-2022 18:44,,Dương Tr chị có thể gửi lại đc ko ạ em không thấy hiện tin nhắn,2094
1,53,,,Vũ Triệu mình gửi qua ib rồi nhé,2095
1,54,,,Duc Thang dạ bạn kiểm tra ib ạ,2097
1,55,,,Le Huy Hoang dạ bạn kiểm tra ib ạ,2099
1,57,31-7-2022 01:52,,Hùng Hùng mình gửi bạn jd REACTJS Intern / Fresher https://bit.ly/3PdCuwC,2102
1,58,,,Nguyễn Đức Huy mình gửi qua ib ạ,2104
1,59,,,Nguyễn Ngọc Tài bạn check ib nhé,2106
1,60,,,Lê Tuấn Hiệp mình gửi qua ib nhé,2108
1,61,,,Đỗ Việt Thắng bạn đang quan tâm vị trid nào ạ,2110
1,62,,,Phạm Trung Đông mình gửi qua ib rồi nhé,2112
1,63,,,Tran Hoang Nhat Anh bạn check ib giúp mình nhé,2114
1,1,,,Đỗ Dương mình gửi rồi nhé,2117
1,2,,,Nguyễn Mạnh dạ bạn kiểm tra ib ạ,2119
1,3,,,Giang Sếu mình gửi qua ib nhé,2121
1,4,,,Dương Moon dạ bạn kiểm tra ib ạ,2123
1,5,,,Duy Đăng dạ bạn kiểm tra ib ạ,2125
1,6,,,Nguyễn Thịnh bạn Check in giúp mình nhé,2127
1,8,,,Phạm Nguyên mình gửi qua ib nhé,2130
1,9,,,Đặng Phương Nam bạn check ib giúp mình nhé,2132
2,11,28-7-2022 09:38,,Dương Tr cho e xin với ạ,2135
3,11,29-7-2022 23:50,,Họ Tên bạn check ib giúp mình nhé,2136
1,11,,,Đoàn Đạt mình gửi qua ib rồi nhé,2137
1,12,,,Hải Trần bạn check inbox nhé,2139
2,12,31-7-2022 01:29,,Hải Trần dạ bạn kiểm tra ib ạ,2140
1,13,,,Đoàn Hải Long bạn check ib giups mình,2142
1,14,,,Thế An ok nhé,2144
1,15,,,Phùng Khắc Tiến bạn check ib nhé,2146
1,17,,,Minh Quang dạ bạn kiểm tra ib ạ,2149
1,18,,,Nguyễn Trung Cường bạn check ib nhé,2151
1,19,,,Nguyễn Quang Thực bạn check ib giúp mình nhé,2153
1,20,,,Nguyễn Tài mình gửi qua ib rồi nhé,2155
1,21,,,Toàn Nguyễn dạ bạn kiểm tra ib ạ,2157
1,22,,,Hồ Huy dạ bạn kiểm tra ib ạ,2159
1,24,,,Chí Thành dạ bạn kiểm tra ib ạ,2162
1,25,,,Hoàng dạ bạn kiểm tra ib ạ,2164
1,26,,,Vũ Văn Diệu dạ bạn kiểm tra ib ạ,2166
1,27,,,Dũng Phan bạn check ib nhé,2168
1,28,,,Việt Hưng dạ bạn kiểm tra ib ạ,2170
1,30,,,Văn Hiệp dạ bạn kiểm tra ib ạ,2173
1,31,,,Hoàng Việt Anh bạn check ib nhé,2175
1,32,,,Phạm Mạnh Cường Bạn check ib nhé,2177
1,33,,,Nguyễn Xuân Vũ bạn check ib nhé,2179
1,34,,,Duy Hà Bạn check ib giúp m nhe,2181
1,35,,,An Thành dạ bạn kiểm tra ib ạ,2183
1,36,,,Đức Sinh Bạn quan tâm vị trí nào ạ,2185
1,37,,,Hoàng Phong bạn Check in nhé,2187
1,38,,,Vũ Đức Thắng dạ bạn kiểm tra ib ạ,2189
1,39,,,Hùng bạn k tra ib mình nhé,2191
2,40,27-7-2022 20:29,,Nguyễn N. Kiên t đang xin thực tập mà,2193
1,40,,,"Nguyễn N. Trung ko thấy liên hệ, có đây thì ko hỏi",2194
2,40,31-7-2022 01:47,,Nguyễn N. Trung dạ mình gửi bạn jd rồi ạ,2195
1,41,,,Dương bạn check ib giúp m nhé,2197
1,42,,,bạn check ib mình nhé,2199
1,43,,,Thẩm Đức bạn check ib nhé,2201
1,44,,,Hongquang Dao dạ bạn kiểm tra ib ạ,2203
1,45,,,Nhật Lê bạn check ib mình nhé,2205
1,46,,,Nguyễn T.Anhh bạn check ib nhé,2207
1,47,,,Hòa dạ bạn kiểm tra ib ạ,2209
1,48,31-7-2022 01:52,,Trần Thế Long mình gửi bạn jd REACTJS Intern https://bit.ly/3PdCuwC,2211
1,49,,,Hoàngg Quânn bạn check ib nhé,2213
1,50,31-7-2022 01:52,,Nguyễn Hoàng Long mình gửi bạn jd REACTJS Intern / Fresher https://bit.ly/3PdCuwC,2215
1,51,,,Minh Hoài mình gửi rồi ạ,2217
2,53,27-7-2022 18:44,,Dương Tr chị có thể gửi lại đc ko ạ em không thấy hiện tin nhắn,2220
1,53,,,Vũ Triệu mình gửi qua ib rồi nhé,2221
1,54,,,Duc Thang dạ bạn kiểm tra ib ạ,2223
1,55,,,Le Huy Hoang dạ bạn kiểm tra ib ạ,2225
1,57,31-7-2022 01:52,,Hùng Hùng mình gửi bạn jd REACTJS Intern / Fresher https://bit.ly/3PdCuwC,2228
1,58,,,Nguyễn Đức Huy mình gửi qua ib ạ,2230
1,59,,,Nguyễn Ngọc Tài bạn check ib nhé,2232
1,60,,,Lê Tuấn Hiệp mình gửi qua ib nhé,2234
1,61,,,Đỗ Việt Thắng bạn đang quan tâm vị trid nào ạ,2236
1,62,,,Phạm Trung Đông mình gửi qua ib rồi nhé,2238
1,63,,,Tran Hoang Nhat Anh bạn check ib giúp mình nhé,2240
1,2,,,Quang Anh rep m ạ,2244
1,6,,,Trần Quang Hưng rep m ạ,2249
1,7,,,Ngô Quang Hưng rep m ạ,2251
1,10,,,Dũng Đinh rep m a,2255
1,11,,,Hoàng Minh rep m ạ,2257
1,12,,,Văn Trình rep ib m,2259
1,13,,,Phương Ly rep ib m ạ,2261
1,14,,,Nguyễn Trọng Tâm m tuyển đủ r,2263
1,15,,,Marcus Tran rep ib m,2265
1,16,,,Ngọc Thắng rep n ai,2267
3,16,29-7-2022 17:42,,Trịnh Tiến Lực bịp,2268
4,16,29-7-2022 22:00,,Trịnh Tiến Lực thằng này để hr biết thì chết,2269
2,16,29-7-2022 17:24,,Ngọc Thắng clma. Đi làm rồi mà vẫn xin việc. Bạn hư vừaaaaa,2270
1,17,,,Lê Hoàng rep m ạ,2272
1,18,,,Sơn Hải rep m ạ,2274
1,19,,,Quan Tran rep ub m,2276
1,20,,,Văn Thuận rep m a,2278
1,21,,,Thành Công rep ib m,2280
1,22,,,Thang Nguyen rep m ạ,2282
1,23,,,Huỳnh Khôi rep m,2284
1,24,,,Cỏ rep m ạ,2286
1,25,,,Duy Sales rep ib m,2288
1,26,,,Hiệp Nguyễn rep ib mn,2290
1,27,,,Trịnh Quốc Đại rep m ah,2292
1,28,,,Lê Khang rep ib k,2294
1,29,,,Quốc Bình rep ib m,2296
2,30,3-8-2022 19:27,,Eiramy Hoang dạ em có thấy ib đâu ạ,2298
1,30,,,Huỳnh Ngọc Đức rep ib m ạ,2299
1,31,,,Hoàng Nguyễn rep ib m ạ,2301
1,32,,,Bùi Tiến Đình rep ib m,2303
1,33,,,Chiến hi b,2305
2,34,2-8-2022 17:32,,Eiramy Hoang intern java hcm ạ,2307
1,34,,,Nguyên Nguyên b xin job nào ở đâu v,2308
1,35,,,Nguyễn Đức rep m a,2310
1,36,,,An Nguen rrp ib m,2312
1,37,,,Bi Nguyen rep m ak,2314
1,38,,,Phạm Đạt rep m ạ,2316
1,41,,,Phu Ngo b rep tn m với ạ,2320
1,42,,,Nguyễn Văn Hữu rep m ạ,2322
1,43,,,Dương Quốc repbm sj,2324
1,1,,,Hùng Vũ check ib mình nhé,2327
1,3,,,Tiến Lê bên mình hiện đang tuyển fulltime b nha,2330
1,7,,,Quang Bale bạn check tin nhắn chờ/spam nhé,2335
1,5,,,Đỗ Duy Nam bạn check inb mình nhé,2343
1,6,,,Trần Hùng bạn check ib mình nhé,2345
1,7,,,bạn check tin nhắn chờ nhé,2347
1,8,,,Quang Minh bạn check ib mình nhé,2349
2,9,13-9-2021 20:34,,Hiếu Phan okie! Cám ơn bạn nhá!,2351
1,9,,,hiện tại fsoft chỉ tuyển fresher fulltime thôi ạ,2352
1,10,,,Hà Hoàng bạn check ib mình nhé,2354
1,11,,,Khang Phạm bạn check ib mình nhé,2356
1,14,,,Akiko Gwatan bạn check ib mình nhé,2360
1,1,,,Hùng Vũ check ib mình nhé,2363
1,3,,,Tiến Lê bên mình hiện đang tuyển fulltime b nha,2366
1,7,,,Quang Bale bạn check tin nhắn chờ/spam nhé,2371
1,2,,,MuỐi TiÊu ơ chị,2376
2,2,23-7-2022 08:28,,MuỐi TiÊu check inb mình nhé,2377
1,3,,,Ngọc Thắm check inb mình ạ,2379
1,4,,,Phù Hợp check inb mình ạ,2381
1,5,,,Duy Nguyễn check inb ạ,2383
1,6,,,Hoàng check inb mình ạ,2385
1,7,,,Nguyễn Quyết Tiến check inb mình ạ,2387
1,9,,,Duy Khanh check inb mình ạ,2390
1,10,,,Nguyễn Phạm Mạnh Cường check inb mình ạ,2392
1,11,,,Trương Đức An check inb mình ạ,2394
1,12,,,Trần Phong bạn check inb mình ạ,2396
1,13,,,Nguyễn Xuân Trường check inb ạ,2398
1,15,,,Phạm Trung check inb mình ạ,2401
1,16,,,Perro Thuận bạn check inb mình nhé,2403
1,17,,,Hoàng Kim Anh Đức check inb ạ,2405
1,1,,,Tùng Nguyễn Bạn check ib mình nha,2409
1,2,,,Thanhh Mai Bạn check ib mình nha,2411
1,8,,,Toàn Hà bạn check ib mình nha,2418
2,11,27-4-2022 18:55,,Nguyễn Văn Hoan :)),2422
1,11,,,NQ Cường vl bạn tôi h nhảy qua ai ti à,2423
2,12,28-4-2022 12:24,,Chiến tester bạn ạ,2425
1,12,,,Ngọc Châu vị trí nào thế bạn ơi,2426
1,1,,,Tùng Nguyễn Bạn check ib mình nha,2441
1,2,,,Thanhh Mai Bạn check ib mình nha,2443
1,8,,,Toàn Hà bạn check ib mình nha,2450
2,11,27-4-2022 18:55,,Nguyễn Văn Hoan :)),2454
1,11,,,NQ Cường vl bạn tôi h nhảy qua ai ti à,2455
2,12,,,Chiến tester bạn ạ,2457
1,12,,,Ngọc Châu vị trí nào thế bạn ơi,2458
1,2,,,Phùng Đức Đạt em check ib chị nha,2474
1,3,,,Bạch Ngọc Khánh em check ib chị nha,2476
2,4,24-7-2022 19:30,,Thịnh Trần tạch quản lý rồi em ạ :((,2478
1,4,,,German Duy quản lí đi xin jd làm gì anh ơi,2479
2,4,25-7-2022 17:55,,German Duy em check ib chị nha,2480
1,5,,,Marcus Tran em check ib chị nha,2482
1,6,,,Công Vương Chí em check ib chị nha,2484
1,7,,,Khang Tran em check ib chị nha,2486
1,8,,,リン ヴ em check ib chị nha,2488
1,9,,,Khắc Sơn em check ib chị nha,2490
1,10,,,Bom Bao Bánh em check ib chị nha,2492
1,11,,,Thanh Vũ Văn em check ib chị nha,2494
1,12,,,Trương Sến em check ib chị nha,2496
1,13,,,Mạnh Hùng em check ib chị nha,2498
1,15,,,Lê Hoàng em check ib chị nha,2501
1,16,,,Kiênn Hoàng em check ib chị nha,2503
1,17,,,Võ Thông em check ib chị nha,2505
1,18,,,Cris Nguyễn em check ib chị nha,2507
1,19,,,Cris Nguyễn em check ib chị nha,2509
1,20,,,Hieu Nt em check ib chị nha,2511
1,21,,,Võ Thành Huy em check ib chị nha,2513
1,2,10-8-2022 22:22,,"Vu Ngoc Anh hi em, c gửi JD nha: https://docs.google.com/.../1QcGXRpAiQ6gzgnT6LbBtFLf.../edit",2517
1,3,,,Nguyen Quoc Tuan ơ kìa xin thật à =)),2519
1,5,,,Nguyễn Khả Tú e check tin nhắn chờ c nhé,2522
1,8,,,"Bưởi Công Tử chào em, bên c có nha",2526
2,9,8-8-2022 13:34,,"Nguyen Quoc Tuan thoi, xuồng xã quá",2528
1,9,,,Văn Phú Trần bu gi co,2529
2,9,8-8-2022 19:22,,"Văn Phú Trần ""thôi em đừng nặng lòng anh ta""",2530
1,10,10-8-2022 22:22,,"Tung NT hi em, c gửi em jd nha: https://docs.google.com/.../1QcGXRpAiQ6gzgnT6LbBtFLf.../edit",2532
1,2,,,Nguyễn Huy check inbox chị nha,2537
2,3,23-7-2022 12:21,,Như Quỳnh chị check ib em ạ,2539
1,3,,,Đức Lương check inbox chị nha,2540
1,4,,,Linh Ruan check inbox chị nha,2542
1,5,,,Hồng Hà check inbox chị nha,2544
1,6,,,check inbox chị nha,2546
1,7,,,Trần Minh Đức check inbox chị nha,2548
1,8,,,Nguyễn Đình Tuấn Annh check inbox chị nha,2550
1,10,,,Nguyễn Minh check inbox chị nha,2553
1,11,,,Đức Anh Nguyễn check inbox chị nha,2555
1,12,,,check inbox chị nha,2557
1,13,,,Thành Vũ check inbox chị nha,2559
1,14,,,Nguyễn Đức Tùng Lâm check inbox chị nha,2561
1,15,,,Ngọc Dương check inbox chị nha,2563
2,16,20-7-2022 18:14,,Đỗ Thị Trang ...,2565
1,16,,,Trần Chiến Thắng ghê nha bạn.,2566
1,17,,,Ngô Hoàng check inbox chị nha,2568
1,21,,,Hào Lê Tuấn check inbox chị nha,2573
1,22,,,Phù Nguyễn check inbox chị nha,2575
1,23,,,Minh Quang Check inbox chị nha,2577
1,24,,,Huy Phan check inbox chị nha,2579
1,25,,,Tien An Nguyen check inbox mình nha,2581
1,26,,,Hoài Thu check inbox chị nha,2583
1,28,,,Anh Phan check inbox chị nha,2586
1,29,,,Hoàng Lê check inbox chị nha,2588
1,30,,,Pham Minh Quang check inbox chị nha,2590
2,30,20-7-2022 17:16,,Pham Minh Quang thế nào,2591
1,31,,,Huy Chu check inbox chị nha,2593
1,32,,,Chu Khánh Duy Check inbox chị nha,2595
1,33,,,Phạm Tùng check inbox chị nha,2597
1,34,,,Nguyên Lee check inbox chị nha,2599
1,36,,,check inbox chị nha,2602
1,37,,,Thiên Phú check inbox chị nha,2604
1,38,,,Phong check inbox chị nha,2606
1,39,,,Đình Hiếu check inbox chị nha,2608
1,40,,,check inbox chị nha,2610
1,41,,,Đỗ Sơn check inbox chị nha,2612
1,43,,,Nguyễn Thành Trung check inbox chị nha,2615
1,44,,,Lân Phan check inbox chị nha,2617
1,45,,,Lê Tuấn Hiệp check inbox chị nha,2619
2,46,21-7-2022 18:20,,Như Quỳnh chị check ib em với ạ,2621
1,46,,,Dung Thùy check inbox chị nha,2622
1,47,20-7-2022 20:24,,"Bùi Huy Hiệu bắt bẻ ít thôi m, chữ i vs o nó gần nhau ngta ấn lộn tý",2624
1,48,,,Yoo Love check inbox chị nha,2626
1,49,,,Check inbox chị nha,2628
1,50,,,Dương Moon check inbox chị nha,2630
1,51,,,Chu Minh Hồng check inbox chị nha,2632
1,52,,,Nguyễn Duy Toản check inbox chị nha,2634
1,55,,,Đoàn Trọng Tân check inbox chị nha,2638
1,56,,,Minh Hoài check inbox chị nha,2640
1,57,,,Lv Namm check inbox chị nha,2642
1,59,,,Nguyễn Phong check inbox mình nha,2645
1,60,,,Tien Dat check inbox chị nha,2647
1,61,,,Jennifer Lee check inbox chị nha,2649
1,62,,,Bình An check inbox chị nha,2651
1,66,,,Ninh Tào check inbox chị nha,2656
1,68,,,Đức Tùng check inbox chị nha,2659
2,70,21-7-2022 20:02,,"Như Quỳnh
e Linh mà c. Nguyễn Phương Linh. Mà ngồi xa lắm ko cảm nhận đc gì",2662
1,70,,,Ngọc Sơn Có bạn Linh ngồi gần rồi mờ =))))),2663
1,5,,,Đỗ Duy Nam bạn check inb mình nhé,2670
1,6,,,Trần Hùng bạn check ib mình nhé,2672
1,7,,,bạn check tin nhắn chờ nhé,2674
1,8,,,Quang Minh bạn check ib mình nhé,2676
2,9,13-9-2021 20:34,,Hiếu Phan okie! Cám ơn bạn nhá!,2678
1,9,,,hiện tại fsoft chỉ tuyển fresher fulltime thôi ạ,2679
1,10,,,Hà Hoàng bạn check ib mình nhé,2681
1,11,,,Khang Phạm bạn check ib mình nhé,2683
1,14,,,Akiko Gwatan bạn check ib mình nhé,2687
2,1,22-7-2022 11:22,,Chanh Leo thì tìm chỗ để tiện đưa đón mà :)),2690
3,1,22-7-2022 11:22,,Nguyên Lee,2691
1,1,,,Nguyên Lee chỗ này gần chỗ tui làmmmmmm,2692
2,1,22-7-2022 22:49,,Nguyên Lee em check ib em nha,2693
2,2,23-7-2022 10:10,,Trần Văn Mạnh vâng anh,2695
1,2,,,Đoàn Quang Huy em check ib anh nha,2696
1,3,,,Khương Nguyễn Văn em check ib em nha,2698
1,4,,,Ha Viet Nguyen oki em,2700
1,5,,,Vẽ Một Nụ Cười em check ib nha,2702
1,6,,,Lương Triều Vỹ em check ib nha,2704
1,7,,,Vi Đức em check ib anh nha,2706
1,8,,,Hà Anh Nguyễn em check ib nha em ơi,2708
1,10,,,Hoàng Việt Anh em check ib anh với nha,2711
1,15,,,Nguyễn Quốc Lâm check ib anh với nha,2717
1,17,,,Thanh Vũ Văn em xem ib nha,2720
1,18,,,"Nguyễn Bá Khởi cảm ơn em, anh sẽ check nha",2722
1,20,,,Nguyễn Đức Thắng em check ib nha,2725
1,21,,,Le Hung em check ib nhé,2727
1,22,,,Jennifer Lee bạn check ib t nha,2729
1,23,23-7-2022 09:25,,An Hải,2731
1,24,,,Nguyễn Đức eem check ib anh nha,2733
1,26,,,Anh Phan em check ib nha,2736
1,27,,,Tuấn Tú em xin jd nào đó em ơi,2738
2,27,23-7-2022 22:23,,e xin fron-end ạ,2739
1,30,,,Nguyễn Huy em check ib anh nha,2743
1,31,,,Hiệp em xem ib nha,2745
